SiteName,County,AQI,Status,Latitude,Longitude,Distance_to_Taipei_Main_km,Distance_Calculation_Method,PublishTime,PM2.5,PM10,O3
新埔,新竹縣,30,良好,24.824,121.071,51.41803434301136,geodesic,2026-03-03 15:13,9,15,24
冬山,宜蘭縣,61,普通,24.636,121.79,53.312373324664854,geodesic,2026-03-03 15:13,20,27,44
竹東,新竹縣,62,普通,24.734,121.086,55.719506312087724,geodesic,2026-03-03 15:13,28,42,32
蘇澳,宜蘭縣,99,普通,24.603,121.849,59.61573287859014,geodesic,2026-03-03 15:13,39,58,49
新竹,新竹市,58,普通,24.8138,120.9675,61.25733862235727,geodesic,2026-03-03 15:13,20,30,42
頭份,苗栗縣,100,普通,24.688,120.918,72.47580197462062,geodesic,2026-03-03 15:13,36,57,54
竹南,新竹縣,106,對敏感族群不健康,24.684,120.878,76.1190942821037,geodesic,2026-03-03 15:13,39,58,62
竹南,苗栗縣,63,普通,24.684,120.878,76.1190942821037,geodesic,2026-03-03 15:13,21,28,32
苗栗,苗栗縣,35,良好,24.566,120.822,88.23833574249954,geodesic,2026-03-03 15:13,14,20,20
大湖,苗栗縣,33,良好,24.408,120.864,96.8866670170531,geodesic,2026-03-03 15:13,17,25,20
西屯,臺中市,49,良好,24.162,121.646,98.98330570486372,geodesic,2026-03-03 15:13,21,32,27
三義,苗栗縣,33,良好,24.332,120.747,111.17023960684803,geodesic,2026-03-03 15:13,15,19,20
后里,臺中市,53,普通,24.308,120.718,115.12895644515758,geodesic,2026-03-03 15:13,25,37,28
大甲,臺中市,64,普通,24.348,120.623,119.1347905497274,geodesic,2026-03-03 15:13,30,45,37
豐原,臺中市,65,普通,24.253,120.717,119.62207273282715,geodesic,2026-03-03 15:13,27,42,35
北屯,臺中市,63,普通,24.242,120.686,122.6548610869835,geodesic,2026-03-03 15:13,21,32,40
太平,臺中市,58,普通,24.125,120.72,130.24675859217228,geodesic,2026-03-03 15:13,18,24,30
台中,臺中市,35,良好,24.1477,120.6736,131.28614081961885,geodesic,2026-03-03 15:13,9,15,25
吉安,花蓮縣,41,良好,23.858,121.568,131.88940167817853,geodesic,2026-03-03 15:13,21,31,20
沙鹿,臺中市,55,普通,24.233,120.565,132.0414214726911,geodesic,2026-03-03 15:13,18,29,33
埔里,南投縣,50,良好,23.965,120.964,132.3855113576861,geodesic,2026-03-03 15:13,24,37,28
南屯,臺中市,41,良好,24.132,120.651,134.10073143922153,geodesic,2026-03-03 15:13,17,23,30
霧峰,臺中市,54,普通,24.067,120.724,135.11647652317995,geodesic,2026-03-03 15:13,19,26,42
大里,臺中市,79,普通,24.099,120.678,135.15756890711867,geodesic,2026-03-03 15:13,34,49,57
花蓮,花蓮縣,38,良好,23.8228,121.609,136.00693950494184,geodesic,2026-03-03 15:13,18,28,21
烏日,臺中市,29,良好,24.108,120.617,138.3721841687819,geodesic,2026-03-03 15:13,9,11,20
彰化,彰化縣,57,普通,24.0815,120.545,145.43527352990878,geodesic,2026-03-03 15:13,27,39,43
和美,彰化縣,82,普通,24.111,120.508,145.64472663079152,geodesic,2026-03-03 15:13,34,49,40
員林,彰化縣,85,普通,24.054,120.572,145.88885259812537,geodesic,2026-03-03 15:13,32,47,58
南投,南投縣,51,普通,23.9096,120.687,151.56946706968796,geodesic,2026-03-03 15:13,18,28,32
集集,南投縣,47,良好,23.823,120.784,154.6919018590726,geodesic,2026-03-03 15:13,22,34,31
鹿港,彰化縣,26,良好,24.056,120.435,155.19327310467156,geodesic,2026-03-03 15:13,15,23,20
竹山,南投縣,63,普通,23.757,120.68,166.2799764688433,geodesic,2026-03-03 15:13,29,42,41
溪州,彰化縣,54,普通,23.852,120.498,167.98307410188625,geodesic,2026-03-03 15:13,24,33,24
二林,彰化縣,46,良好,23.9,120.366,172.56252869998306,geodesic,2026-03-03 15:13,16,27,34
斗六,雲林縣,66,普通,23.708,120.529,179.07878418270727,geodesic,2026-03-03 15:13,26,40,31
虎尾,雲林縣,119,對敏感族群不健康,23.708,120.437,184.46484018842443,geodesic,2026-03-03 15:13,48,75,69
雲林,雲林縣,39,良好,23.708,120.43,184.88751340657365,geodesic,2026-03-03 15:13,20,32,28
玉里,花蓮縣,60,普通,23.332,121.351,190.7906143924344,geodesic,2026-03-03 15:13,21,28,44
麥寮,雲林縣,102,對敏感族群不健康,23.753,120.252,192.43679935482209,geodesic,2026-03-03 15:13,45,69,70
民雄,嘉義縣,58,普通,23.552,120.431,199.00298759517528,geodesic,2026-03-03 15:13,18,30,37
馬祖,連江縣,35,良好,26.16,119.95,199.8910637656445,geodesic,2026-03-03 15:13,17,26,20
嘉義,嘉義市,79,普通,23.4801,120.4491,204.71688487298258,geodesic,2026-03-03 15:13,26,37,39
北港,雲林縣,47,良好,23.564,120.295,205.9040993640393,geodesic,2026-03-03 15:13,14,20,27
成功,臺東縣,27,良好,23.1,121.379,216.19297585810153,geodesic,2026-03-03 15:13,7,13,20
朴子,嘉義縣,65,普通,23.462,120.247,217.90548010694823,geodesic,2026-03-03 15:13,30,47,37
朴子,嘉義縣,28,良好,23.462,120.247,217.90548010694823,geodesic,2026-03-03 15:13,10,17,20
關山,臺東縣,50,良好,23.048,121.16,224.45209131744787,geodesic,2026-03-03 15:13,18,28,33
新營,臺南市,89,普通,23.31,120.316,227.90152017848038,geodesic,2026-03-03 15:13,31,45,52
布袋,嘉義縣,61,普通,23.379,120.166,230.21198688264766,geodesic,2026-03-03 15:13,19,31,26
官田,臺南市,68,普通,23.194,120.325,238.4120124171467,geodesic,2026-03-03 15:13,23,36,38
麻豆,臺南市,67,普通,23.181,120.248,243.7072049121848,geodesic,2026-03-03 15:13,25,40,44
善化,臺南市,66,普通,23.132,120.3,245.63508392539777,geodesic,2026-03-03 15:13,26,38,39
佳里,臺南市,58,普通,23.158,120.166,250.3525038379018,geodesic,2026-03-03 15:13,27,40,32
台東,臺東縣,48,良好,22.758,121.15,256.34922157799457,geodesic,2026-03-03 15:13,21,34,35
台東,臺東縣,58,普通,22.758,121.15,256.34922157799457,geodesic,2026-03-03 15:13,23,31,44
澎湖,澎湖縣,16,良好,23.564,119.578,256.41330783812765,geodesic,2026-03-03 15:13,8,14,20
安南,臺南市,81,普通,23.058,120.197,258.05630788718537,geodesic,2026-03-03 15:13,34,49,51
關廟,臺南市,62,普通,22.979,120.311,259.9161765469815,geodesic,2026-03-03 15:13,21,34,35
旗山,高雄市,61,普通,22.889,120.482,261.27546563867236,geodesic,2026-03-03 15:13,24,35,43
歸仁,臺南市,75,普通,22.967,120.293,261.9566477874618,geodesic,2026-03-03 15:13,28,45,40
台南,臺南市,61,普通,22.9999,120.2269,262.05134989348727,geodesic,2026-03-03 15:13,29,43,44
左營,高雄市,84,普通,22.69,121.295,262.1184302514939,geodesic,2026-03-03 15:13,32,49,43
綠島,臺東縣,32,良好,22.678,121.492,262.4827503919025,geodesic,2026-03-03 15:13,16,21,21
仁德,臺南市,140,對敏感族群不健康,22.931,120.244,267.85399004307527,geodesic,2026-03-03 15:13,52,77,77
岡山,高雄市,68,普通,22.796,120.296,278.66204735691747,geodesic,2026-03-03 15:13,24,34,31
橋頭,高雄市,68,普通,22.757,120.306,282.09553736802224,geodesic,2026-03-03 15:13,29,40,39
屏東,屏東縣,45,良好,22.6756,120.4884,282.8519653302104,geodesic,2026-03-03 15:13,18,29,25
仁武,高雄市,77,普通,22.727,120.356,282.92829876408285,geodesic,2026-03-03 15:13,35,50,44
楠梓,高雄市,118,對敏感族群不健康,22.728,120.326,284.11799191011613,geodesic,2026-03-03 15:13,44,69,74
鳳山,高雄市,87,普通,22.627,120.357,293.0024446199786,geodesic,2026-03-03 15:13,38,58,54
潮州,屏東縣,63,普通,22.55,120.561,293.2945536607585,geodesic,2026-03-03 15:13,22,31,32
高雄,高雄市,86,普通,22.6273,120.3014,295.3018594537097,geodesic,2026-03-03 15:13,33,50,44
大寮,高雄市,70,普通,22.553,120.433,297.57164027532855,geodesic,2026-03-03 15:13,29,42,49
小港,高雄市,70,普通,22.566,120.381,298.2493271460191,geodesic,2026-03-03 15:13,31,44,41
林園,高雄市,95,普通,22.501,120.393,304.444282414994,geodesic,2026-03-03 15:13,35,49,56
東港,屏東縣,60,普通,22.466,120.432,306.5880129019393,geodesic,2026-03-03 15:13,23,31,31
枋寮,屏東縣,55,普通,22.368,120.553,312.6522931455208,geodesic,2026-03-03 15:13,24,33,42
小琉球,屏東縣,28,良好,22.339,120.368,322.0793914978299,geodesic,2026-03-03 15:13,11,17,20
枋山,屏東縣,32,良好,22.229,120.658,324.25737271687746,geodesic,2026-03-03 15:13,14,21,20
金門,金門縣,33,良好,24.432,118.322,330.3209422641946,geodesic,2026-03-03 15:13,13,18,28
蘭嶼,臺東縣,42,良好,22.057,121.54,331.2453259876063,geodesic,2026-03-03 15:13,21,30,20
恆春,屏東縣,35,良好,22.0,120.746,346.6067355703226,geodesic,2026-03-03 15:13,18,27,30
