location,latitude,longitude,station_id,observation_time,county,town,timestamp,Weather,VisibilityDescription,SunshineDuration,Now_Precipitation,WindDirection,WindSpeed,AirTemperature,RelativeHumidity,AirPressure,UVIndex,Max10MinAverage_WindSpeed,GustInfo_PeakGustSpeed
麥寮,23.798783,120.217717,A0K420,2026-02-24T16:10:00+08:00,雲林縣,麥寮鄉,2026-02-24 16:26:27.408942,陰,-99,-99,0.0,20.0,4.8,22.1,84,-99,-99,6.0,9.5
新屋,25.006725,121.047492,467050,2026-02-24T16:10:00+08:00,桃園市,新屋區,2026-02-24 16:26:27.408946,陰有靄,7-10,0.1,-990.0,300.0,1.8,21.5,89,1011.6,0,1.5,2.5
古坑(花卉中心),23.63353,120.55239,A2K570,2026-02-24T16:10:00+08:00,雲林縣,古坑鄉,2026-02-24 16:26:27.408950,陰,-99,-99,0.0,10.0,2.9,23.8,73,-99,-99,4.0,6.0
大安森林,25.02955,121.53628,CAAH60,2026-02-24T16:10:00+08:00,臺北市,大安區,2026-02-24 16:26:27.408953,陰,-99,-99,0.0,0.0,0.0,23.8,66,-99,-99,0.3,1.8
消防署訓練中心,23.82137,120.72293,CAHA00,2026-02-24T16:10:00+08:00,南投縣,竹山鎮,2026-02-24 16:26:27.408957,陰,-99,-99,0.0,330.0,1.3,23.2,74,-99,-99,2.4,5.7
田中,23.873803,120.581286,467270,2026-02-24T16:10:00+08:00,彰化縣,田中鎮,2026-02-24 16:26:27.408961,陰,>30,1.2,-990.0,350.0,2.6,23.4,72,1008.4,1,3.9,6.5
拉拉山,24.699317,121.427133,CAC040,2026-02-24T16:10:00+08:00,桃園市,復興區,2026-02-24 16:26:27.408965,陰,-99,-99,0.0,320.0,0.4,13.3,92,-99,-99,1.1,2.2
東引,26.358836,120.483631,CAW010,2026-02-24T16:10:00+08:00,連江縣,東引鄉,2026-02-24 16:26:27.408969,陰有靄,7-10,-99,1.0,190.0,1.0,14.7,94,-99,-99,1.7,2.7
高雄燈塔,22.614594,120.26468,CAP070,2026-02-24T16:10:00+08:00,高雄市,旗津區,2026-02-24 16:26:27.408973,陰,-99,-99,0.0,180.0,1.2,26.6,75,-99,-99,1.2,2.7
武陵,24.352825,121.308286,A0F010,2026-02-24T16:10:00+08:00,臺中市,和平區,2026-02-24 16:26:27.408977,陰,-99,-99,0.0,210.0,1.3,16.0,67,-99,-99,2.7,6.9
後龍,24.648563,120.831834,467280,2026-02-24T16:10:00+08:00,苗栗縣,造橋鄉,2026-02-24 16:26:27.408980,陰,11-15,0.3,-990.0,110.0,0.4,21.4,91,1009.7,0,1.7,2.7
古坑,23.633639,120.551889,467290,2026-02-24T16:10:00+08:00,雲林縣,古坑鄉,2026-02-24 16:26:27.408984,陰,-99,1.3,0.0,10.0,3.1,23.8,72,1002.8,1,4.6,6.8
中央大學,24.967652,121.185165,C2C410,2026-02-24T16:10:00+08:00,桃園市,中壢區,2026-02-24 16:26:27.408988,陰,-99,-99,0.0,350.0,0.4,22.8,75,-99,-99,1.0,1.7
文化大學,25.13605,121.53987,A0A460,2026-02-24T16:10:00+08:00,臺北市,士林區,2026-02-24 16:26:27.408992,陰,-99,-99,0.0,220.0,1.1,20.4,76,-99,-99,1.3,2.4
臺灣大學,25.014278,121.539416,A0A010,2026-02-24T16:10:00+08:00,臺北市,大安區,2026-02-24 16:26:27.408996,陰,-99,-99,0.0,60.0,0.4,24.3,63,-99,-99,-99,-99
班鳩分場,22.829528,121.077694,72S200,2026-02-24T16:10:00+08:00,臺東縣,卑南鄉,2026-02-24 16:26:27.409000,多雲,-99,-99,0.5,100.0,2.9,23.9,73,-99,-99,3.8,6.9
賓朗果園,22.813889,121.071278,72S590,2026-02-24T16:10:00+08:00,臺東縣,卑南鄉,2026-02-24 16:26:27.409004,多雲,-99,-99,0.0,20.0,0.5,23.6,-99,-99,-99,1.0,2.7
臺東茶改,22.907694,121.130139,82S580,2026-02-24T16:10:00+08:00,臺東縣,鹿野鄉,2026-02-24 16:26:27.409007,多雲,-99,-99,0.0,-99,-99,24.9,71,-99,-99,-99,-99
臺大溪頭,23.670306,120.798194,U2H480,2026-02-24T16:10:00+08:00,南投縣,鹿谷鄉,2026-02-24 16:26:27.409013,陰,-99,-99,0.0,350.0,0.4,15.9,97,-99,-99,1.5,3.2
臺中農改,24.003028,120.534389,72G600,2026-02-24T16:10:00+08:00,彰化縣,大村鄉,2026-02-24 16:26:27.409017,陰,-99,-99,0.0,360.0,3.2,23.0,75,-99,-99,4.2,6.1
雲林分場,23.634556,120.477333,72K220,2026-02-24T16:10:00+08:00,雲林縣,斗南鎮,2026-02-24 16:26:27.409021,陰,-99,-99,0.0,350.0,2.5,24.6,73,-99,-99,3.0,5.9
臺南農改,23.0605,120.342194,72N100,2026-02-24T16:10:00+08:00,臺南市,新化區,2026-02-24 16:26:27.409025,多雲,-99,-99,0.0,-99,-99,26.4,67,-99,-99,-99,-99
旗南農改,22.857861,120.516667,72V140,2026-02-24T16:10:00+08:00,高雄市,旗山區,2026-02-24 16:26:27.409029,陰,-99,-99,0.0,290.0,4.0,26.1,63,-99,-99,4.8,6.7
高雄農改,22.709333,120.525889,72Q010,2026-02-24T16:10:00+08:00,屏東縣,長治鄉,2026-02-24 16:26:27.409032,陰,-99,-99,0.0,290.0,1.9,28.0,61,-99,-99,2.0,4.6
新竹畜試,24.527806,120.770972,B2E890,2026-02-24T16:10:00+08:00,苗栗縣,西湖鄉,2026-02-24 16:26:27.409036,陰,-99,-99,0.0,160.0,0.3,20.9,85,-99,-99,1.1,1.9
桃園農改,24.950944,121.030583,72C440,2026-02-24T16:10:00+08:00,桃園市,新屋區,2026-02-24 16:26:27.409040,陰,-99,-99,0.0,280.0,0.5,22.1,82,-99,-99,0.4,1.3
五峰站,24.612194,121.157167,72D080,2026-02-24T16:10:00+08:00,新竹縣,五峰鄉,2026-02-24 16:26:27.409044,陰,-99,-99,0.0,0.0,0.0,15.8,99,-99,-99,0.3,1.6
茶改場,24.908472,121.185333,82C160,2026-02-24T16:10:00+08:00,桃園市,楊梅區,2026-02-24 16:26:27.409048,陰,-99,-99,0.0,0.0,0.0,21.9,74,-99,-99,1.1,2.2
農工中心,24.985917,121.239833,A2C560,2026-02-24T16:10:00+08:00,桃園市,中壢區,2026-02-24 16:26:27.409052,陰,-99,-99,0.0,0.0,0.0,22.7,73,-99,-99,1.3,2.7
文山茶改,24.955778,121.631222,82A750,2026-02-24T16:10:00+08:00,新北市,石碇區,2026-02-24 16:26:27.409055,陰,-99,-99,0.0,0.0,0.0,21.2,80,-99,-99,1.0,1.9
蘭陽分場,24.686306,121.716583,72U480,2026-02-24T16:10:00+08:00,宜蘭縣,三星鄉,2026-02-24 16:26:27.409059,陰,-99,-99,0.0,350.0,1.3,24.6,71,-99,-99,2.6,3.7
苗栗農改,24.495722,120.829111,K2E360,2026-02-24T16:10:00+08:00,苗栗縣,公館鄉,2026-02-24 16:26:27.409063,陰,-99,-99,0.0,20.0,1.8,21.6,78,-99,-99,2.5,4.1
大湖分場,24.422861,120.871833,K2E710,2026-02-24T16:10:00+08:00,苗栗縣,大湖鄉,2026-02-24 16:26:27.409067,陰,-99,-99,0.0,330.0,1.5,21.2,77,-99,-99,2.2,3.9
種苗繁殖,24.225972,120.800917,K2F750,2026-02-24T16:10:00+08:00,臺中市,新社區,2026-02-24 16:26:27.409071,陰,-99,-99,0.0,20.0,1.3,20.4,81,-99,-99,2.3,3.6
凍頂茶改,23.762528,120.7405,82H840,2026-02-24T16:10:00+08:00,南投縣,鹿谷鄉,2026-02-24 16:26:27.409075,陰,-99,-99,0.0,360.0,1.7,21.2,75,-99,-99,2.8,4.3
魚池茶改,23.875611,120.913583,82H320,2026-02-24T16:10:00+08:00,南投縣,魚池鄉,2026-02-24 16:26:27.409079,陰,-99,-99,0.0,220.0,1.1,19.5,80,-99,-99,1.6,4.3
臺大竹山,23.756972,120.681556,U2HA50,2026-02-24T16:10:00+08:00,南投縣,竹山鎮,2026-02-24 16:26:27.409083,陰,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
嘉義農試,23.485028,120.473806,G2L020,2026-02-24T16:10:00+08:00,嘉義市,東區,2026-02-24 16:26:27.409087,陰,-99,-99,0.0,330.0,3.2,24.1,73,-99,-99,3.6,7.0
義竹分場,23.360694,120.279361,72M360,2026-02-24T16:10:00+08:00,嘉義縣,義竹鄉,2026-02-24 16:26:27.409090,陰,-99,-99,0.0,330.0,3.7,25.3,66,-99,-99,4.9,6.9
畜試所,23.058972,120.336406,B2N890,2026-02-24T16:10:00+08:00,臺南市,新化區,2026-02-24 16:26:27.409096,多雲,-99,-99,0.0,320.0,2.1,26.0,69,-99,-99,2.7,5.0
鳳山農試,22.646611,120.356083,G2P820,2026-02-24T16:10:00+08:00,高雄市,鳳山區,2026-02-24 16:26:27.409099,陰,-99,-99,0.0,330.0,2.5,26.3,69,-99,-99,2.3,5.3
恆春畜試,21.945583,120.802167,B2Q810,2026-02-24T16:10:00+08:00,屏東縣,恆春鎮,2026-02-24 16:26:27.409103,晴,-99,-99,4.5,70.0,2.7,26.7,66,-99,-99,3.8,8.1
花蓮農改,23.975222,121.563889,72T250,2026-02-24T16:10:00+08:00,花蓮縣,吉安鄉,2026-02-24 16:26:27.409107,陰,-99,-99,0.0,330.0,1.3,24.8,80,-99,-99,1.9,3.2
蓮華池,23.918333,120.885278,E2H360,2026-02-24T16:10:00+08:00,南投縣,魚池鄉,2026-02-24 16:26:27.409111,陰,-99,-99,0.0,10.0,0.8,21.3,75,-99,-99,1.4,4.0
埔里分場,23.903208,120.963364,72HA00,2026-02-24T16:10:00+08:00,南投縣,魚池鄉,2026-02-24 16:26:27.409115,陰,-99,-99,0.0,-99,-99,21.8,74,-99,-99,-99,-99
臺大和社,23.590856,120.888864,U2HA30,2026-02-24T16:10:00+08:00,南投縣,信義鄉,2026-02-24 16:26:27.409119,多雲,-99,-99,0.0,60.0,0.9,22.6,80,-99,-99,0.8,4.7
臺大內茅埔,23.689722,120.851117,U2HA40,2026-02-24T16:10:00+08:00,南投縣,信義鄉,2026-02-24 16:26:27.409123,陰,-99,-99,0.0,300.0,1.0,22.4,73,-99,-99,1.6,5.6
溪口農場,23.58565,120.408111,G2M350,2026-02-24T16:10:00+08:00,嘉義縣,溪口鄉,2026-02-24 16:26:27.409126,陰,-99,-99,0.0,360.0,3.3,24.0,76,-99,-99,4.6,7.2
四湖植物園,23.676986,120.163433,E2K600,2026-02-24T16:10:00+08:00,雲林縣,四湖鄉,2026-02-24 16:26:27.409130,陰,-99,-99,0.0,10.0,0.6,23.0,97,-99,-99,1.5,5.3
農業試驗所,24.031261,120.688133,G2F820,2026-02-24T16:10:00+08:00,臺中市,霧峰區,2026-02-24 16:26:27.409134,陰,-99,-99,0.0,320.0,3.1,23.6,73,-99,-99,-99,-99
嘉義分場,23.416869,120.283061,72M700,2026-02-24T16:10:00+08:00,嘉義縣,鹿草鄉,2026-02-24 16:26:27.409138,陰,-99,-99,0.0,-99,-99,24.6,72,-99,-99,-99,-99
七股研究中心,23.081672,120.062894,72N240,2026-02-24T16:10:00+08:00,臺南市,七股區,2026-02-24 16:26:27.409142,陰,-99,-99,0.0,360.0,4.5,24.2,79,-99,-99,4.9,7.1
萬大發電廠,23.978875,121.139639,42HA10,2026-02-24T16:10:00+08:00,南投縣,仁愛鄉,2026-02-24 16:26:27.409146,陰,-99,-99,0.0,10.0,0.9,20.1,69,-99,-99,1.6,3.6
東港工作站,22.479997,120.466058,12Q970,2026-02-24T16:10:00+08:00,屏東縣,東港鎮,2026-02-24 16:26:27.409149,陰,-99,-99,0.0,210.0,3.3,26.9,67,-99,-99,3.6,6.6
口湖工作站,23.589978,120.180394,12J990,2026-02-24T16:10:00+08:00,雲林縣,口湖鄉,2026-02-24 16:26:27.409153,陰,-99,-99,0.0,20.0,3.2,23.0,80,-99,-99,2.8,6.1
恆春工作站,22.079678,120.714425,12Q980,2026-02-24T16:10:00+08:00,屏東縣,車城鄉,2026-02-24 16:26:27.409157,晴,-99,-99,0.0,80.0,3.9,27.2,62,-99,-99,5.3,9.5
大庄合作社,23.8068,120.367939,V2K610,2026-02-24T16:10:00+08:00,雲林縣,二崙鄉,2026-02-24 16:26:27.409161,陰,-99,-99,0.0,10.0,3.0,22.7,79,-99,-99,3.8,6.3
麥寮合作社,23.753836,120.294783,V2K620,2026-02-24T16:10:00+08:00,雲林縣,麥寮鄉,2026-02-24 16:26:27.409164,陰,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
太麻里(1),22.598922,120.980044,E2S980,2026-02-24T16:10:00+08:00,臺東縣,太麻里鄉,2026-02-24 16:26:27.409170,多雲,-99,-99,1.0,0.0,0.0,24.8,75,-99,-99,1.4,3.2
太麻里(2),22.598,120.99775,E2S960,2026-02-24T16:10:00+08:00,臺東縣,太麻里鄉,2026-02-24 16:26:27.409174,多雲,-99,-99,0.5,140.0,1.2,26.0,68,-99,-99,1.6,3.0
桃改臺北,24.944503,121.386972,72AI40,2026-02-24T16:10:00+08:00,新北市,樹林區,2026-02-24 16:26:27.409178,陰,-99,-99,0.0,0.0,0.0,23.9,63,-99,-99,0.9,2.1
畢祿溪站,24.226944,121.308522,E2HA20,2026-02-24T16:10:00+08:00,南投縣,仁愛鄉,2026-02-24 16:26:27.409182,陰,-99,-99,0.0,0.0,0.0,13.2,66,-99,-99,0.4,1.7
蘭花園區,23.340258,120.379661,A2N290,2026-02-24T16:10:00+08:00,臺南市,後壁區,2026-02-24 16:26:27.409186,陰,-99,-99,0.0,350.0,3.5,25.9,71,-99,-99,4.7,8.2
宜蘭畜試,24.669039,121.832561,B2U990,2026-02-24T16:10:00+08:00,宜蘭縣,五結鄉,2026-02-24 16:26:27.409189,陰,-99,-99,0.0,340.0,2.1,25.1,79,-99,-99,1.6,2.6
雲林臺大,23.730628,120.423903,A2K630,2026-02-24T16:10:00+08:00,雲林縣,虎尾鎮,2026-02-24 16:26:27.409193,陰,-99,-99,0.0,360.0,2.8,22.9,76,-99,-99,3.4,7.4
六龜林試,22.991703,120.645722,E2P980,2026-02-24T16:10:00+08:00,高雄市,六龜區,2026-02-24 16:26:27.409197,多雲,-99,-99,0.0,270.0,1.8,26.1,65,-99,-99,2.0,3.8
扇平林試,22.9677,120.685703,E2P990,2026-02-24T16:10:00+08:00,高雄市,茂林區,2026-02-24 16:26:27.409201,多雲,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
臺西水試,23.717231,120.190522,A2K360,2026-02-24T16:10:00+08:00,雲林縣,臺西鄉,2026-02-24 16:26:27.409205,陰,-99,-99,0.0,30.0,2.6,-99,-99,-99,-99,3.6,6.6
八德合作社,24.93775,121.266389,V2C250,2026-02-24T16:10:00+08:00,桃園市,八德區,2026-02-24 16:26:27.409208,陰,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
八德蔬果,24.978508,121.281819,V2C260,2026-02-24T16:10:00+08:00,桃園市,八德區,2026-02-24 16:26:27.409212,陰,-99,-99,-99,330.0,0.5,23.1,68,-99,-99,1.1,2.3
新埔工作站,24.834444,121.066111,72D680,2026-02-24T16:10:00+08:00,新竹縣,新埔鎮,2026-02-24 16:26:27.409216,陰,-99,-99,0.0,340.0,0.3,22.7,74,-99,-99,1.7,2.3
台農院關渡站,25.11575,121.492,G2AI50,2026-02-24T16:10:00+08:00,臺北市,北投區,2026-02-24 16:26:27.409220,陰,-99,-99,0.0,300.0,1.4,23.5,67,-99,-99,2.2,2.8
茶改場竹圍站,23.86008,120.6375,CAH030,2026-02-24T16:10:00+08:00,南投縣,名間鄉,2026-02-24 16:26:27.409224,陰,-99,-99,0.0,340.0,0.9,21.4,79,-99,-99,1.6,3.6
水試所海水繁養殖中心,23.120802,120.079676,CAN130,2026-02-24T16:10:00+08:00,臺南市,七股區,2026-02-24 16:26:27.409227,陰,-99,-99,0.0,360.0,4.9,23.4,83,-99,-99,5.3,7.6
布袋國中,23.35893,120.18026,CAL110,2026-02-24T16:10:00+08:00,嘉義縣,布袋鎮,2026-02-24 16:26:27.409231,陰,-99,-99,0.0,350.0,5.0,23.3,79,-99,-99,5.7,8.1
王功漁港,23.96824,120.32586,CAG100,2026-02-24T16:10:00+08:00,彰化縣,芳苑鄉,2026-02-24 16:26:27.409235,陰,-99,-99,0.0,20.0,4.2,22.0,81,-99,-99,4.6,6.3
海口故事園區,23.57543,120.14121,CAJ050,2026-02-24T16:10:00+08:00,雲林縣,口湖鄉,2026-02-24 16:26:27.409239,陰,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
六官養殖協會,23.22881,120.29962,CAN140,2026-02-24T16:10:00+08:00,臺南市,六甲區,2026-02-24 16:26:27.409243,多雲,-99,-99,0.0,290.0,4.0,25.1,66,-99,-99,4.7,7.1
崎峰國小,22.42565,120.49521,CAQ030,2026-02-24T16:10:00+08:00,屏東縣,林邊鄉,2026-02-24 16:26:27.409247,陰,-99,-99,0.0,190.0,4.7,-99,-99,-99,-99,5.0,7.2
外寮,23.562643,120.665688,C2M960,2026-02-24T16:10:00+08:00,嘉義縣,梅山鄉,2026-02-24 16:26:27.409251,陰,-99,-99,0.0,270.0,0.4,17.7,92,-99,-99,2.4,4.0
碧湖,23.568632,120.624165,C2M970,2026-02-24T16:10:00+08:00,嘉義縣,梅山鄉,2026-02-24 16:26:27.409254,陰,-99,-99,0.0,340.0,1.3,17.2,95,-99,-99,2.1,4.3
屏東,22.660269,120.494027,C2R170,2026-02-24T16:10:00+08:00,屏東縣,屏東市,2026-02-24 16:26:27.409258,陰,-99,-99,0.0,330.0,0.6,27.6,64,-99,-99,1.0,3.4
美濃,22.898792,120.51907,C2V310,2026-02-24T16:10:00+08:00,高雄市,美濃區,2026-02-24 16:26:27.409262,多雲,-99,-99,0.0,300.0,3.7,26.3,67,-99,-99,3.9,6.9
安和,23.51377,120.31593,C2M980,2026-02-24T16:10:00+08:00,嘉義縣,新港鄉,2026-02-24 16:26:27.409266,陰,-99,-99,0.0,360.0,4.8,23.9,75,-99,-99,4.9,7.5
大巃頂,23.5547,120.61439,C2M990,2026-02-24T16:10:00+08:00,嘉義縣,梅山鄉,2026-02-24 16:26:27.409270,陰,-99,-99,0.0,310.0,1.1,17.6,94,-99,-99,1.7,3.5
茅港尾,23.2061,120.2624,C2N170,2026-02-24T16:10:00+08:00,臺南市,下營區,2026-02-24 16:26:27.409274,多雲,-99,-99,0.0,310.0,2.8,24.4,75,-99,-99,3.3,5.5
竹田國中,22.61532,120.52412,C2R980,2026-02-24T16:10:00+08:00,屏東縣,竹田鄉,2026-02-24 16:26:27.409277,陰,-99,-99,0.0,260.0,3.0,29.2,54,-99,-99,3.1,5.3
泰武,22.60686,120.69765,C2R990,2026-02-24T16:10:00+08:00,屏東縣,泰武鄉,2026-02-24 16:26:27.409281,陰,-99,-99,0.0,240.0,1.0,21.3,77,-99,-99,1.3,5.3
六十石,23.22477,121.31861,C2TA60,2026-02-24T16:10:00+08:00,花蓮縣,富里鄉,2026-02-24 16:26:27.409285,多雲,-99,-99,0.0,180.0,1.1,19.9,83,-99,-99,3.4,6.1
赤科坪,23.39885,121.39168,C2TA70,2026-02-24T16:10:00+08:00,花蓮縣,玉里鎮,2026-02-24 16:26:27.409289,陰,-99,-99,0.0,240.0,1.4,19.8,86,-99,-99,1.9,3.4
出水溪,24.615822,121.652253,C2UC10,2026-02-24T16:10:00+08:00,宜蘭縣,大同鄉,2026-02-24 16:26:27.409293,陰,-99,-99,0.0,50.0,1.1,20.5,82,-99,-99,1.5,2.6
長嶺,24.70894,121.61162,C2UC20,2026-02-24T16:10:00+08:00,宜蘭縣,員山鄉,2026-02-24 16:26:27.409296,陰,-99,-99,0.0,350.0,0.2,21.1,83,-99,-99,0.5,1.0
和興,24.505319,120.923016,C2E980,2026-02-24T16:10:00+08:00,苗栗縣,獅潭鄉,2026-02-24 16:26:27.409300,陰,-99,-99,0.0,10.0,1.0,18.0,94,-99,-99,3.4,5.8
新坪頂,24.30201,120.8574,C2E990,2026-02-24T16:10:00+08:00,苗栗縣,卓蘭鎮,2026-02-24 16:26:27.409304,陰,-99,-99,0.0,50.0,2.2,19.6,85,-99,-99,2.7,5.9
